id,plan_id,numero_orden,descripcion_componente,actividad,tiempo_min,tiempo_promedio,tiempo_max,costo_estimado
1558,178,5,Filtros,Limpiar pre-filtro,20,37,53,368.16
1559,178,6,Cabina,Revisar cinturón de seguridad,40,52,74,382.37
1560,178,7,Sistema de Dirección,Engrasar articulaciones,21,34,58,577.36
1561,178,8,Sistema de Refrigeración,Limpiar radiador,45,69,84,498.45
1562,178,9,Sistema de Combustible,Verificar bomba de combustible,15,40,50,319.26
1563,178,10,Sistema de Escape,Cambiar empaques,44,72,84,125.21
1564,178,11,Motor,Revisar nivel de refrigerante,30,45,66,131.73
1565,178,12,Cuchara y Brazo,Soldar refuerzos,23,44,73,249.03
1566,179,1,Cuchara y Brazo,Soldar refuerzos,39,63,87,537.54
1567,179,2,Sistema de Escape,Revisar tubo de escape,36,46,59,545.43
1568,179,3,Tren de Rodaje,Verificar sprockets,18,29,59,269.95
1569,179,4,Sistema de Lubricación,Verificar nivel de aceite,19,38,60,307.37
1570,179,5,Sistema Eléctrico,Verificar motor de arranque,33,47,73,93.22
1571,179,6,Carrocería,Reparar abolladuras,34,63,81,85.94
1572,179,7,Sistema de Transmisión,Ajustar embrague,36,48,73,469.43
1573,179,8,Neumáticos,Ajustar pernos de rueda,38,49,61,129.96
1574,179,9,Sistema Hidráulico,Cambiar sellos de cilindro,27,54,83,444.01
1575,179,10,Filtros,Cambiar filtro de aceite,31,57,70,478.08
1576,179,11,Sistema de Combustible,Verificar bomba de combustible,18,32,60,395.05
1577,179,12,Cabina,Revisar asiento,25,49,61,540.1
1578,179,13,Motor,Revisar nivel de refrigerante,41,59,73,291.57
1579,179,14,Sistema de Dirección,Engrasar articulaciones,36,49,66,357.36
1580,179,15,Sistema de Frenos,Purgar sistema de frenos,37,51,68,96.14
1581,180,1,Sistema de Dirección,Verificar juego,32,46,63,544.05
1582,180,2,Neumáticos,Ajustar pernos de rueda,18,40,64,571.73
1583,180,3,Motor,Revisar soportes de motor,19,39,62,515.44
1584,180,4,Tren de Rodaje,Revisar tensión de cadena,23,37,63,539.38
1585,181,1,Neumáticos,Ajustar pernos de rueda,31,41,66,512.15
1586,181,2,Sistema Eléctrico,Revisar luces de trabajo,31,49,62,292.68
1587,181,3,Carrocería,Reparar abolladuras,23,51,70,537.82
1588,181,4,Sistema de Refrigeración,Limpiar radiador,44,65,77,335.09
1589,181,5,Cuchara y Brazo,Cambiar bocinas,32,50,69,112.88
1590,182,1,Filtros,Limpiar pre-filtro,42,55,71,467.23
1591,182,2,Sistema Eléctrico,Verificar motor de arranque,29,45,56,92.25
1592,182,3,Neumáticos,Ajustar pernos de rueda,41,69,79,219.63
1593,182,4,Sistema de Transmisión,Cambiar aceite de transmisión,38,49,77,529.8
1594,182,5,Sistema Hidráulico,Cambiar sellos de cilindro,39,68,86,574.41
1595,182,6,Motor,Inspeccionar correas,28,54,75,481.72
1596,182,7,Sistema de Frenos,Verificar líquido de frenos,44,74,97,473.59
1597,182,8,Carrocería,Pintar partes oxidadas,37,51,73,118.29
1598,183,1,Sistema de Dirección,Revisar bomba de dirección,29,44,57,141.17
1599,183,2,Sistema de Combustible,Limpiar trampa de agua,45,68,97,348.26
1600,183,3,Cabina,Revisar asiento,21,51,78,512.42
1601,183,4,Neumáticos,Reparar pinchazo,38,61,72,461.38
1602,183,5,Sistema de Lubricación,Tomar muestra de aceite,31,47,64,415.49
1603,183,6,Sistema de Transmisión,Cambiar aceite de transmisión,16,35,55,254.81
1604,183,7,Sistema Eléctrico,Verificar motor de arranque,45,65,87,576.12
1605,183,8,Sistema de Escape,Verificar silenciador,22,38,63,182.62
1606,183,9,Carrocería,Revisar vidrios,36,64,77,161.34
1607,183,10,Sistema de Frenos,Revisar pastillas,36,60,83,457.73
1608,183,11,Sistema de Refrigeración,Cambiar refrigerante,15,41,64,456.76
1609,183,12,Cuchara y Brazo,Verificar pasadores,34,54,65,271.0
1610,184,1,Sistema de Refrigeración,Limpiar radiador,26,36,60,595.45
1611,184,2,Motor,Verificar funcionamiento de motor,30,54,83,95.85
1612,184,3,Sistema de Escape,Revisar turbo,16,44,68,393.62
1613,184,4,Sistema de Transmisión,Engrasar crucetas,43,63,79,444.4
1614,184,5,Sistema de Lubricación,Cambiar aceite de motor,19,35,62,125.99
1615,184,6,Sistema de Combustible,Verificar bomba de combustible,21,48,70,178.2
1616,184,7,Sistema Hidráulico,Verificar cilindros,21,42,59,293.99
1617,184,8,Sistema de Dirección,Verificar juego,18,32,57,104.32
1618,184,9,Carrocería,Inspección visual,36,66,78,485.74
1619,184,10,Sistema Eléctrico,Revisar luces de trabajo,16,43,67,440.63
1620,184,11,Sistema de Frenos,Revisar pastillas,23,49,72,363.66
1621,184,12,Cuchara y Brazo,Revisar dientes,26,37,47,122.54
1622,184,13,Cabina,Verificar controles,40,59,74,130.11
1623,184,14,Filtros,Cambiar filtro de combustible,28,57,70,379.1
1624,184,15,Tren de Rodaje,Revisar tensión de cadena,29,46,60,234.99
1625,185,1,Filtros,Cambiar filtro de aire,22,51,64,352.62
1626,185,2,Neumáticos,Inspeccionar desgaste,35,56,73,128.15
1627,185,3,Sistema de Transmisión,Ajustar embrague,31,48,65,139.73
1628,185,4,Sistema de Combustible,Cambiar cañerías,26,42,54,236.79
1629,186,1,Cuchara y Brazo,Cambiar bocinas,22,35,53,526.93
1630,186,2,Sistema Hidráulico,Medir presiones de bomba,45,66,76,585.4
1631,186,3,Filtros,Cambiar filtro de cabina,27,37,57,375.55
1632,186,4,Neumáticos,Inspeccionar desgaste,20,48,77,450.56
1633,186,5,Sistema de Combustible,Revisar inyectores,23,42,59,576.51
1634,187,1,Filtros,Cambiar filtro de aire,24,41,66,281.22
1635,187,2,Sistema de Lubricación,Engrasar puntos de lubricación,34,46,76,345.51
1636,187,3,Sistema de Frenos,Purgar sistema de frenos,23,34,47,375.87
1637,187,4,Carrocería,Revisar vidrios,33,57,71,494.18
1638,187,5,Sistema de Transmisión,Cambiar aceite de transmisión,15,27,48,218.58
1639,187,6,Tren de Rodaje,Verificar sprockets,30,46,58,312.71
1640,187,7,Motor,Revisar nivel de refrigerante,40,69,85,153.04
1641,187,8,Sistema Eléctrico,Revisar luces de trabajo,41,53,66,506.75
1642,188,1,Sistema Eléctrico,Verificar alternador,30,60,79,284.56
1643,188,2,Sistema Hidráulico,Cambiar sellos de cilindro,31,50,73,397.93
1644,188,3,Sistema de Transmisión,Engrasar crucetas,41,70,95,270.0
1645,188,4,Tren de Rodaje,Verificar sprockets,15,45,75,210.96
1646,188,5,Sistema de Frenos,Revisar discos,26,53,65,323.54
1647,188,6,Motor,Inspeccionar correas,31,56,81,199.29
1648,188,7,Neumáticos,Reparar pinchazo,19,31,54,572.05
1649,188,8,Sistema de Lubricación,Tomar muestra de aceite,15,26,46,295.27
1650,188,9,Sistema de Escape,Cambiar empaques,37,59,80,428.23
1651,188,10,Sistema de Combustible,Revisar inyectores,35,55,77,448.24
1652,188,11,Sistema de Refrigeración,Limpiar radiador,34,47,66,576.25
1653,188,12,Cabina,Limpiar filtros de aire acondicionado,29,58,68,314.29
1654,189,1,Sistema de Dirección,Revisar terminales,26,40,59,157.54
1655,189,2,Filtros,Limpiar pre-filtro,28,47,69,123.14
1656,189,3,Neumáticos,Ajustar pernos de rueda,22,50,79,388.49
1657,189,4,Sistema de Combustible,Drenar tanque,27,41,63,399.74
1658,189,5,Motor,Revisar soportes de motor,38,51,70,550.24
1659,189,6,Sistema Hidráulico,Revisar mangueras,27,38,64,559.6
1660,189,7,Sistema de Lubricación,Verificar nivel de aceite,17,31,43,390.85
1661,189,8,Carrocería,Revisar vidrios,38,59,79,369.18
1662,189,9,Cabina,Verificar tablero,35,56,79,515.47
1663,189,10,Sistema de Frenos,Ajustar frenos,43,60,87,405.75
1664,189,11,Cuchara y Brazo,Revisar dientes,17,42,57,263.67
1665,189,12,Sistema de Escape,Inspeccionar DPF,19,47,64,315.28
1666,189,13,Sistema de Transmisión,Ajustar embrague,43,61,88,392.89
1667,189,14,Sistema Eléctrico,Revisar batería,31,52,79,156.97
1668,189,15,Tren de Rodaje,Verificar sprockets,44,72,100,278.11
1669,190,1,Sistema de Combustible,Verificar bomba de combustible,35,57,80,447.25
1670,190,2,Sistema de Lubricación,Tomar muestra de aceite,42,57,83,527.82
1671,190,3,Sistema de Dirección,Verificar juego,15,33,61,135.62
1672,190,4,Filtros,Limpiar pre-filtro,43,56,85,350.64
1673,191,1,Sistema Hidráulico,Medir presiones de bomba,38,59,83,423.41
1674,191,2,Sistema de Combustible,Cambiar cañerías,29,59,84,193.52
1675,191,3,Cuchara y Brazo,Soldar refuerzos,17,45,67,409.75
1676,191,4,Sistema de Transmisión,Revisar convertidor,45,74,84,591.16
1677,191,5,Cabina,Verificar controles,36,56,66,322.64
1678,192,1,Sistema Hidráulico,Verificar cilindros,32,62,76,445.51
1679,192,2,Sistema de Transmisión,Revisar convertidor,41,59,72,520.71
1680,192,3,Sistema de Lubricación,Verificar nivel de aceite,28,58,83,133.44
1681,192,4,Sistema Eléctrico,Verificar alternador,45,68,91,433.83
1682,192,5,Cabina,Verificar controles,29,42,53,377.57
1683,192,6,Carrocería,Lavar equipo completo,22,36,57,293.71
1684,192,7,Sistema de Frenos,Verificar líquido de frenos,17,45,75,87.6
1685,192,8,Sistema de Refrigeración,Revisar mangueras,20,50,66,485.75
1686,193,1,Filtros,Cambiar filtro de aire,20,39,54,406.93
1687,193,2,Cabina,Revisar asiento,27,41,69,387.63
1688,193,3,Sistema de Frenos,Verificar líquido de frenos,37,54,83,279.58
1689,193,4,Tren de Rodaje,Revisar tensión de cadena,29,45,62,449.21
1690,193,5,Sistema de Lubricación,Tomar muestra de aceite,39,64,92,559.23
1691,193,6,Sistema Hidráulico,Medir presiones de bomba,28,48,61,95.31
1692,193,7,Carrocería,Lavar equipo completo,18,38,58,89.01
1693,193,8,Motor,Verificar funcionamiento de motor,28,43,59,179.46
1694,193,9,Sistema de Dirección,Alinear dirección,18,30,44,598.62
1695,193,10,Sistema de Combustible,Revisar inyectores,41,51,70,230.48
1696,193,11,Neumáticos,Reparar pinchazo,27,50,75,462.77
1697,193,12,Cuchara y Brazo,Verificar pasadores,40,54,65,121.57
1698,194,1,Filtros,Limpiar pre-filtro,36,49,68,114.74
1699,194,2,Sistema Hidráulico,Revisar mangueras,39,68,80,512.11
1700,194,3,Sistema de Escape,Revisar turbo,20,33,51,367.98
1701,194,4,Carrocería,Lavar equipo completo,29,49,70,179.77
1702,194,5,Cabina,Revisar asiento,23,48,66,392.03
1703,194,6,Cuchara y Brazo,Engrasar articulaciones,28,38,60,356.81
1704,194,7,Motor,Revisar soportes de motor,31,58,85,355.4
1705,194,8,Sistema de Dirección,Alinear dirección,30,41,71,555.58
1706,194,9,Neumáticos,Rotar neumáticos,25,44,65,466.77
1707,194,10,Sistema de Lubricación,Verificar nivel de aceite,34,57,78,427.48
1708,194,11,Sistema de Transmisión,Revisar convertidor,38,49,59,299.13
1709,194,12,Sistema de Refrigeración,Revisar mangueras,39,69,96,495.52
1710,194,13,Sistema de Combustible,Drenar tanque,27,37,52,199.71
1711,194,14,Sistema Eléctrico,Verificar alternador,20,41,60,587.68
1712,194,15,Sistema de Frenos,Purgar sistema de frenos,45,63,81,90.79
1713,195,1,Tren de Rodaje,Ajustar tensión,20,40,65,241.03
1714,195,2,Neumáticos,Inspeccionar desgaste,42,60,81,490.59
1715,195,3,Sistema de Transmisión,Revisar convertidor,29,49,78,230.59
1716,195,4,Sistema de Combustible,Cambiar cañerías,19,41,61,119.33
1717,196,1,Motor,Verificar funcionamiento de motor,26,50,70,130.66
1718,196,2,Sistema de Lubricación,Tomar muestra de aceite,21,43,73,520.75
1719,196,3,Tren de Rodaje,Revisar tensión de cadena,36,56,85,338.49
1720,196,4,Sistema de Frenos,Verificar líquido de frenos,38,55,84,424.32
1721,196,5,Sistema de Dirección,Engrasar articulaciones,29,46,69,543.25
1722,197,1,Sistema de Lubricación,Cambiar aceite de motor,39,58,85,473.43
1723,197,2,Motor,Verificar funcionamiento de motor,29,45,63,165.92
1724,197,3,Sistema de Frenos,Verificar líquido de frenos,18,33,55,236.03
1725,197,4,Filtros,Cambiar filtro de cabina,26,53,69,242.69
1726,197,5,Sistema de Transmisión,Ajustar embrague,28,55,80,148.8
1727,197,6,Sistema de Dirección,Revisar bomba de dirección,25,35,52,534.0
1728,197,7,Sistema de Refrigeración,Cambiar refrigerante,18,39,68,152.44
1729,197,8,Sistema Eléctrico,Revisar batería,23,44,69,560.59
1730,198,1,Tren de Rodaje,Ajustar tensión,34,47,74,528.22
1731,198,2,Motor,Inspeccionar correas,19,42,61,356.65
1732,198,3,Sistema Eléctrico,Verificar alternador,37,65,92,421.79
1733,198,4,Neumáticos,Verificar presión,24,50,72,109.88
1734,198,5,Sistema de Escape,Cambiar empaques,37,54,77,243.2
1735,198,6,Sistema de Frenos,Verificar líquido de frenos,25,52,68,558.89
1736,198,7,Sistema de Combustible,Cambiar cañerías,36,57,69,223.97
1737,198,8,Sistema Hidráulico,Cambiar aceite hidráulico,44,61,87,477.08
1738,198,9,Filtros,Cambiar filtro de cabina,27,39,59,336.97
1739,198,10,Cabina,Verificar controles,28,46,74,221.94
1740,198,11,Carrocería,Reparar abolladuras,41,62,74,400.3
1741,198,12,Cuchara y Brazo,Revisar dientes,28,46,63,208.73
1742,199,1,Sistema de Dirección,Alinear dirección,41,68,79,567.91
1743,199,2,Cuchara y Brazo,Cambiar bocinas,36,56,72,180.44
1744,199,3,Sistema de Refrigeración,Revisar bomba de agua,15,40,60,348.03
1745,199,4,Sistema de Frenos,Revisar pastillas,15,31,46,485.64
1746,199,5,Sistema de Escape,Revisar tubo de escape,37,52,62,587.54
1747,199,6,Sistema Eléctrico,Inspeccionar conexiones,45,69,80,539.13
1748,199,7,Tren de Rodaje,Ajustar tensión,15,31,57,534.93
1749,199,8,Motor,Inspeccionar correas,30,57,70,318.09
1750,199,9,Sistema de Transmisión,Cambiar aceite de transmisión,38,49,59,435.09
1751,199,10,Sistema de Combustible,Verificar bomba de combustible,25,36,57,202.91
1752,199,11,Filtros,Cambiar filtro de aire,32,42,52,412.95
1753,199,12,Sistema Hidráulico,Cambiar aceite hidráulico,29,46,56,591.79
1754,199,13,Sistema de Lubricación,Engrasar puntos de lubricación,42,60,89,295.21
1755,199,14,Carrocería,Revisar vidrios,36,56,77,395.72
1756,199,15,Cabina,Revisar asiento,18,45,56,131.51
1757,200,1,Motor,Revisar nivel de refrigerante,40,64,88,321.69
1758,200,2,Cabina,Revisar asiento,33,47,72,423.47
1759,200,3,Sistema de Dirección,Alinear dirección,43,71,99,157.63
1760,200,4,Sistema de Escape,Cambiar empaques,41,71,82,257.34
1761,201,1,Sistema Hidráulico,Cambiar sellos de cilindro,44,71,87,145.34
1762,201,2,Neumáticos,Reparar pinchazo,17,43,68,460.51
1763,201,3,Sistema de Combustible,Cambiar cañerías,27,38,57,198.29
1764,201,4,Sistema de Lubricación,Tomar muestra de aceite,20,48,66,163.0
1765,201,5,Filtros,Cambiar filtro de aire,27,37,59,511.73
1766,202,1,Sistema de Dirección,Revisar bomba de dirección,16,44,68,593.37
1767,202,2,Cuchara y Brazo,Revisar dientes,29,55,79,126.4
1768,202,3,Motor,Verificar funcionamiento de motor,26,46,76,519.46
1769,202,4,Sistema de Refrigeración,Verificar termostato,28,55,69,385.72
1770,202,5,Tren de Rodaje,Inspeccionar rodillos,25,47,75,297.51
1771,202,6,Neumáticos,Reparar pinchazo,41,69,94,518.49
1772,202,7,Sistema Hidráulico,Cambiar aceite hidráulico,44,73,101,181.13
1773,202,8,Cabina,Verificar controles,23,39,50,512.56
1774,203,1,Sistema Hidráulico,Medir presiones de bomba,23,34,46,95.61
1775,203,2,Sistema de Dirección,Revisar terminales,18,29,43,561.36
1776,203,3,Sistema Eléctrico,Inspeccionar conexiones,41,68,93,430.75
1777,203,4,Sistema de Transmisión,Cambiar aceite de transmisión,41,53,79,372.34
1778,203,5,Cabina,Verificar controles,44,64,80,164.31
1779,203,6,Sistema de Combustible,Limpiar trampa de agua,31,46,69,505.13
1780,203,7,Carrocería,Lavar equipo completo,43,56,84,528.02
1781,203,8,Sistema de Escape,Inspeccionar DPF,18,29,58,549.09
1782,203,9,Sistema de Refrigeración,Revisar bomba de agua,44,65,81,466.36
1783,203,10,Filtros,Cambiar filtro de cabina,18,29,51,438.17
1784,203,11,Cuchara y Brazo,Cambiar bocinas,27,54,80,471.88
1785,203,12,Neumáticos,Verificar presión,37,60,74,590.81
1786,204,1,Cabina,Limpiar filtros de aire acondicionado,35,53,73,574.24
1787,204,2,Sistema de Combustible,Drenar tanque,39,58,71,393.99
1788,204,3,Sistema Eléctrico,Inspeccionar conexiones,15,26,38,492.05
1789,204,4,Sistema de Dirección,Verificar juego,37,57,75,103.7
1790,204,5,Cuchara y Brazo,Engrasar articulaciones,23,48,73,321.95
1791,204,6,Sistema de Transmisión,Ajustar embrague,16,33,52,432.37
1792,204,7,Tren de Rodaje,Medir desgaste de zapatas,43,63,77,250.14
1793,204,8,Filtros,Cambiar filtro de combustible,35,58,86,162.32
1794,204,9,Neumáticos,Reparar pinchazo,33,51,79,558.25
1795,204,10,Sistema de Refrigeración,Revisar mangueras,32,53,77,432.28
1796,204,11,Sistema de Frenos,Purgar sistema de frenos,19,47,71,470.79
1797,204,12,Sistema de Escape,Verificar silenciador,42,61,89,433.11
1798,204,13,Sistema Hidráulico,Cambiar sellos de cilindro,34,60,83,226.03
1799,204,14,Sistema de Lubricación,Tomar muestra de aceite,18,39,54,311.91
1800,204,15,Carrocería,Reparar abolladuras,34,57,82,462.58
1801,205,1,Sistema Hidráulico,Verificar cilindros,32,57,81,565.88
1802,205,2,Carrocería,Pintar partes oxidadas,30,60,88,583.07
1803,205,3,Sistema de Transmisión,Engrasar crucetas,22,49,75,280.89
1804,205,4,Cuchara y Brazo,Revisar dientes,28,57,86,492.76
1805,206,1,Sistema de Frenos,Purgar sistema de frenos,35,47,70,440.74
1806,206,2,Tren de Rodaje,Revisar tensión de cadena,43,67,79,152.69
1807,206,3,Motor,Verificar funcionamiento de motor,23,53,66,293.46
1808,206,4,Sistema Eléctrico,Verificar motor de arranque,24,46,67,592.39
1809,206,5,Sistema de Refrigeración,Limpiar radiador,15,37,58,580.97
1810,207,1,Cabina,Revisar cinturón de seguridad,17,37,58,301.2
1811,207,2,Sistema de Escape,Revisar turbo,44,72,93,457.96
1812,207,3,Sistema de Lubricación,Engrasar puntos de lubricación,32,60,90,515.63
1813,207,4,Sistema de Frenos,Ajustar frenos,39,68,82,278.33
1814,207,5,Sistema de Transmisión,Revisar convertidor,20,41,51,556.75
1815,207,6,Cuchara y Brazo,Engrasar articulaciones,21,40,68,206.62
1816,207,7,Sistema Eléctrico,Revisar luces de trabajo,20,33,52,330.34
1817,207,8,Sistema de Refrigeración,Revisar mangueras,41,56,78,270.41
1818,208,1,Tren de Rodaje,Inspeccionar rodillos,42,56,74,388.62
1819,208,2,Cuchara y Brazo,Cambiar bocinas,35,56,73,560.34
1820,208,3,Filtros,Cambiar filtro de combustible,15,44,71,413.39
1821,208,4,Sistema de Refrigeración,Revisar mangueras,38,52,79,484.11
1822,208,5,Sistema de Transmisión,Ajustar embrague,31,53,70,497.4
1823,208,6,Sistema Hidráulico,Revisar mangueras,28,58,73,418.86
1824,208,7,Cabina,Verificar tablero,17,35,46,362.76
1825,208,8,Sistema de Escape,Revisar tubo de escape,24,36,49,590.27
1826,208,9,Motor,Ajustar válvulas,22,42,61,221.24
1827,208,10,Carrocería,Pintar partes oxidadas,45,71,84,546.64
1828,208,11,Sistema de Lubricación,Engrasar puntos de lubricación,20,47,67,116.42
1829,208,12,Sistema de Frenos,Revisar discos,28,48,60,404.79
1830,209,1,Sistema de Lubricación,Verificar nivel de aceite,32,52,67,589.84
1831,209,2,Cabina,Revisar cinturón de seguridad,45,73,99,475.52
1832,209,3,Neumáticos,Reparar pinchazo,34,56,74,179.5
1833,209,4,Sistema de Frenos,Purgar sistema de frenos,40,59,72,156.59
1834,209,5,Sistema de Escape,Inspeccionar DPF,33,53,82,278.44
1835,209,6,Filtros,Cambiar filtro de aire,25,47,68,594.51
1836,209,7,Sistema Hidráulico,Cambiar aceite hidráulico,26,47,75,198.71
1837,209,8,Sistema de Dirección,Engrasar articulaciones,29,56,72,107.88
1838,209,9,Tren de Rodaje,Inspeccionar rodillos,34,52,68,300.53
1839,209,10,Motor,Revisar soportes de motor,33,49,77,366.49
1840,209,11,Sistema de Transmisión,Verificar cardanes,37,67,84,316.43
1841,209,12,Sistema de Combustible,Drenar tanque,37,55,82,179.8
1842,209,13,Sistema Eléctrico,Inspeccionar conexiones,43,55,65,159.54
1843,209,14,Sistema de Refrigeración,Limpiar radiador,44,56,82,418.83
1844,209,15,Carrocería,Pintar partes oxidadas,28,58,78,257.11
1845,210,1,Sistema de Escape,Verificar silenciador,24,54,66,305.07
1846,210,2,Sistema Eléctrico,Revisar batería,24,44,69,219.32
1847,210,3,Motor,Revisar soportes de motor,19,43,66,457.2
1848,210,4,Filtros,Cambiar filtro de combustible,29,58,74,336.47
1849,211,1,Sistema de Combustible,Drenar tanque,23,51,70,97.02
1850,211,2,Sistema de Dirección,Verificar juego,37,48,69,203.23
1851,211,3,Sistema Hidráulico,Cambiar aceite hidráulico,32,52,75,407.32
1852,211,4,Carrocería,Pintar partes oxidadas,15,33,55,487.4
1853,211,5,Sistema de Lubricación,Tomar muestra de aceite,37,53,83,318.0
1854,212,1,Sistema de Escape,Revisar turbo,38,60,86,384.56
1855,212,2,Filtros,Cambiar filtro de cabina,34,64,86,306.78
1856,212,3,Motor,Verificar funcionamiento de motor,41,64,91,314.11
1857,212,4,Sistema Hidráulico,Cambiar sellos de cilindro,35,63,86,375.22
1858,212,5,Cuchara y Brazo,Cambiar bocinas,20,34,54,402.16
1859,212,6,Sistema de Lubricación,Engrasar puntos de lubricación,23,33,58,157.15
1860,212,7,Sistema de Refrigeración,Limpiar radiador,28,40,63,406.71
1861,212,8,Cabina,Revisar cinturón de seguridad,40,54,80,544.7
1862,213,1,Sistema Eléctrico,Revisar luces de trabajo,16,31,61,156.98
1863,213,2,Cabina,Verificar tablero,38,62,72,248.43
1864,213,3,Tren de Rodaje,Medir desgaste de zapatas,28,50,75,213.67
1865,213,4,Filtros,Cambiar filtro de cabina,45,60,89,329.57
1866,213,5,Carrocería,Inspección visual,33,52,70,362.23
1867,213,6,Sistema de Transmisión,Ajustar embrague,26,40,55,346.29
1868,213,7,Motor,Ajustar válvulas,32,48,64,567.99
1869,213,8,Sistema de Lubricación,Tomar muestra de aceite,33,49,66,346.87
1870,213,9,Sistema de Dirección,Alinear dirección,33,43,59,454.75
1871,213,10,Sistema de Frenos,Revisar pastillas,15,44,55,110.45
1872,213,11,Cuchara y Brazo,Cambiar bocinas,42,57,86,407.17
1873,213,12,Sistema de Combustible,Drenar tanque,22,34,63,440.86
1874,214,1,Cabina,Revisar cinturón de seguridad,39,61,80,450.74
1875,214,2,Sistema Eléctrico,Revisar luces de trabajo,16,29,39,459.94
1876,214,3,Sistema de Lubricación,Verificar nivel de aceite,41,52,81,497.24
1877,214,4,Neumáticos,Rotar neumáticos,42,54,67,369.88
1878,214,5,Sistema de Combustible,Revisar inyectores,26,44,65,568.94
1879,214,6,Sistema de Dirección,Engrasar articulaciones,32,60,83,553.49
1880,214,7,Sistema de Frenos,Verificar líquido de frenos,38,59,87,404.66
1881,214,8,Filtros,Limpiar pre-filtro,25,39,61,427.93
1882,214,9,Sistema de Refrigeración,Verificar termostato,21,35,50,565.62
1883,214,10,Carrocería,Pintar partes oxidadas,24,51,64,586.93
1884,214,11,Sistema Hidráulico,Revisar mangueras,15,42,62,537.84
1885,214,12,Cuchara y Brazo,Cambiar bocinas,35,63,77,580.06
1886,214,13,Sistema de Escape,Inspeccionar DPF,28,39,52,129.85
1887,214,14,Tren de Rodaje,Revisar tensión de cadena,17,33,57,462.04
1888,214,15,Motor,Verificar funcionamiento de motor,44,65,87,220.35
1889,215,1,Sistema de Escape,Verificar silenciador,15,43,72,186.16
1890,215,2,Sistema de Frenos,Purgar sistema de frenos,45,63,76,88.27
1891,215,3,Neumáticos,Ajustar pernos de rueda,26,43,70,297.19
1892,215,4,Motor,Ajustar válvulas,42,61,73,159.59
1893,216,1,Sistema Hidráulico,Cambiar aceite hidráulico,37,48,72,446.35
1894,216,2,Sistema de Dirección,Engrasar articulaciones,20,33,61,130.05
1895,216,3,Neumáticos,Rotar neumáticos,29,55,76,371.71
1896,216,4,Motor,Revisar nivel de refrigerante,30,49,71,358.69
1897,216,5,Cuchara y Brazo,Verificar pasadores,44,58,84,380.26
1898,217,1,Sistema de Combustible,Drenar tanque,18,28,50,283.43
1899,217,2,Cabina,Verificar controles,18,45,69,156.94
1900,217,3,Sistema de Lubricación,Cambiar aceite de motor,42,61,86,240.24
1901,217,4,Motor,Inspeccionar correas,20,46,61,259.97
1902,217,5,Sistema Hidráulico,Cambiar sellos de cilindro,40,66,88,328.48
1903,217,6,Sistema Eléctrico,Verificar motor de arranque,43,66,92,505.17
1904,217,7,Neumáticos,Verificar presión,19,32,58,515.49
1905,217,8,Carrocería,Revisar vidrios,32,58,88,321.31
1906,218,1,Carrocería,Pintar partes oxidadas,19,40,64,175.11
1907,218,2,Cabina,Limpiar filtros de aire acondicionado,28,57,75,491.8
1908,218,3,Motor,Revisar nivel de refrigerante,34,47,76,185.2
1909,218,4,Sistema de Frenos,Verificar líquido de frenos,29,56,85,168.95
1910,218,5,Neumáticos,Reparar pinchazo,24,43,73,403.0
1911,218,6,Sistema de Dirección,Alinear dirección,41,55,68,462.92
1912,218,7,Sistema de Escape,Inspeccionar DPF,40,57,85,116.8
1913,218,8,Sistema de Lubricación,Cambiar aceite de motor,40,57,77,504.02
1914,218,9,Sistema Eléctrico,Revisar luces de trabajo,37,65,84,444.76
1915,218,10,Cuchara y Brazo,Soldar refuerzos,15,36,58,521.23
1916,218,11,Sistema de Refrigeración,Cambiar refrigerante,41,55,71,197.58
1917,218,12,Tren de Rodaje,Ajustar tensión,40,57,67,578.78
1918,219,1,Cabina,Revisar cinturón de seguridad,30,52,65,252.94
1919,219,2,Tren de Rodaje,Inspeccionar rodillos,19,48,73,541.6
1920,219,3,Sistema de Transmisión,Revisar convertidor,35,50,76,352.64
1921,219,4,Carrocería,Pintar partes oxidadas,41,70,92,339.97
1922,219,5,Sistema Eléctrico,Revisar batería,34,60,82,590.93
1923,219,6,Filtros,Cambiar filtro de cabina,39,68,86,240.28
1924,219,7,Motor,Revisar soportes de motor,26,46,69,374.81
1925,219,8,Cuchara y Brazo,Cambiar bocinas,22,35,57,150.93
1926,219,9,Sistema de Escape,Revisar tubo de escape,44,71,89,297.52
1927,219,10,Sistema de Refrigeración,Cambiar refrigerante,15,33,59,258.17
1928,219,11,Sistema de Lubricación,Verificar nivel de aceite,44,74,103,406.74
1929,219,12,Sistema de Dirección,Verificar juego,26,44,54,214.43
1930,219,13,Sistema Hidráulico,Cambiar aceite hidráulico,38,52,64,372.28
1931,219,14,Neumáticos,Rotar neumáticos,24,40,65,504.89
1932,219,15,Sistema de Combustible,Verificar bomba de combustible,19,32,50,484.08
1933,220,1,Sistema de Refrigeración,Cambiar refrigerante,16,31,47,566.85
1934,220,2,Sistema de Escape,Cambiar empaques,42,72,94,544.85
1935,220,3,Sistema Hidráulico,Cambiar aceite hidráulico,29,58,73,470.1
1936,220,4,Sistema de Lubricación,Verificar nivel de aceite,21,37,61,125.89
1937,221,1,Sistema de Lubricación,Tomar muestra de aceite,21,31,45,183.15
1938,221,2,Sistema de Escape,Cambiar empaques,45,70,90,598.72
